Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified
POST_00046,2025-07-05 08:47:00,LinkedIn,Post,Gaming,1051,16,13,24864,196,409467,0.26,8,Saturday,5,922,Neutral,Macro,True,False
POST_00951,2025-07-05 08:59:00,Facebook,Story,Fitness,3881,343,263,63598,92,188172,2.38,8,Saturday,28,137,Negative,Macro,False,False
POST_04320,2025-07-05 14:20:00,Facebook,Story,Fashion,2757,346,429,72627,739,225251,1.57,14,Saturday,5,985,Positive,Macro,False,False
POST_04406,2025-07-05 16:13:00,LinkedIn,Document,Travel,31,75,293,28383,33,337870,0.12,16,Saturday,12,569,Positive,Macro,True,True
POST_04688,2025-07-05 17:31:00,Instagram,Carousel,Food,5969,109,26,46632,256,499011,1.22,17,Saturday,15,1352,Negative,Macro,True,True
POST_00197,2025-07-05 21:46:00,LinkedIn,Post,Technology,1959,93,21,12052,104,116651,1.78,21,Saturday,9,264,Neutral,Macro,True,False
POST_00274,2025-07-06 01:22:00,YouTube,Community Post,Gaming,14782,900,364,128922,2355,394336,4.07,1,Sunday,24,663,Positive,Macro,True,False
POST_04484,2025-07-06 03:18:00,Facebook,Video,Health,5338,211,17,53912,169,343294,1.62,3,Sunday,29,183,Positive,Macro,False,False
POST_01034,2025-07-06 04:41:00,Instagram,Reel,Technology,4847,240,38,17667,814,6986,73.36,4,Sunday,10,35,Positive,Nano,True,False
POST_00094,2025-07-06 04:46:00,Facebook,Post,Education,3229,197,855,26030,402,314632,1.36,4,Sunday,15,946,Neutral,Macro,False,False
POST_02294,2025-07-06 05:37:00,Facebook,Live,Gaming,5203,370,613,42505,247,168892,3.66,5,Sunday,25,520,Negative,Macro,True,True
POST_03340,2025-07-06 10:12:00,LinkedIn,Post,Entertainment,875,31,337,11236,262,300796,0.41,10,Sunday,15,93,Positive,Macro,True,False
POST_00080,2025-07-06 23:44:00,Instagram,Carousel,Health,5856,263,212,9974,623,124552,5.08,23,Sunday,15,1726,Positive,Macro,True,False
POST_00701,2025-07-06 23:56:00,Facebook,Live,Education,527,395,898,1504,340,129385,1.41,23,Sunday,18,535,Negative,Macro,True,True
POST_02221,2025-07-07 01:32:00,LinkedIn,Document,Gaming,933,78,381,11982,150,465963,0.3,1,Monday,2,1981,Neutral,Macro,True,False
POST_02292,2025-07-07 08:35:00,Twitter,Retweet,Lifestyle,4715,275,305,92246,84,35705,14.83,8,Monday,21,1041,Positive,Micro,True,False
POST_01603,2025-07-07 08:42:00,Instagram,Photo,Fashion,9636,261,186,30993,963,275617,3.66,8,Monday,25,716,Negative,Macro,False,False
POST_00545,2025-07-07 08:51:00,Facebook,Post,Fashion,4383,236,340,27832,31,430797,1.15,8,Monday,29,1976,Positive,Macro,False,False
POST_01158,2025-07-07 10:24:00,TikTok,Duet,Food,38837,1982,4006,261196,2122,388838,11.53,10,Monday,28,410,Positive,Macro,True,False
POST_02937,2025-07-07 20:19:00,TikTok,Duet,Sports,36289,129,1118,199549,2771,284088,13.21,20,Monday,24,553,Neutral,Macro,True,False
POST_01969,2025-07-07 23:18:00,Twitter,Tweet,Travel,1624,137,100,82014,378,370952,0.5,23,Monday,9,1003,Positive,Macro,True,False
POST_01923,2025-07-08 01:22:00,Facebook,Post,Business,673,141,369,70889,382,285583,0.41,1,Tuesday,18,1730,Neutral,Macro,True,False
POST_02213,2025-07-08 01:54:00,Instagram,Reel,Business,3143,260,192,26549,985,293476,1.22,1,Tuesday,29,102,Neutral,Macro,True,True
POST_04744,2025-07-08 03:04:00,YouTube,Video,Health,10320,263,1708,758079,4423,128513,9.56,3,Tuesday,10,49,Positive,Macro,True,False
POST_03914,2025-07-08 04:09:00,YouTube,Video,Lifestyle,9701,862,302,697974,3004,189557,5.73,4,Tuesday,22,69,Positive,Macro,True,False
POST_01626,2025-07-08 13:48:00,LinkedIn,Article,Fashion,1301,140,290,18119,181,302292,0.57,13,Tuesday,23,1323,Positive,Macro,True,True
POST_04856,2025-07-09 13:33:00,Instagram,Reel,Health,8468,367,57,42051,33,12892,68.97,13,Wednesday,28,81,Neutral,Micro,True,False
POST_00402,2025-07-09 14:26:00,YouTube,Community Post,Travel,2703,435,1148,39575,3212,340029,1.26,14,Wednesday,20,1656,Positive,Macro,True,False
POST_00250,2025-07-09 14:26:00,TikTok,Stitch,Travel,35677,883,4696,484177,2467,145280,28.4,14,Wednesday,2,72,Neutral,Macro,True,True
POST_01112,2025-07-09 20:03:00,Instagram,Photo,Food,550,130,53,8583,112,102826,0.71,20,Wednesday,1,545,Neutral,Macro,True,True
POST_01909,2025-07-09 22:40:00,Twitter,Retweet,Gaming,665,291,724,84442,105,375662,0.45,22,Wednesday,19,1546,Positive,Macro,True,True
POST_04007,2025-07-10 08:00:00,Twitter,Thread,Health,4604,88,1792,43950,226,84008,7.72,8,Thursday,28,571,Neutral,Mid-tier,True,False
POST_02129,2025-07-10 13:16:00,TikTok,Stitch,Technology,20677,1922,683,183373,2882,144844,16.07,13,Thursday,7,261,Positive,Macro,True,True
POST_02337,2025-07-10 15:11:00,Facebook,Video,Education,4511,300,934,74109,260,314847,1.82,15,Thursday,3,316,Neutral,Macro,True,False
POST_00772,2025-07-10 15:16:00,TikTok,Video,Gaming,19046,814,961,116119,2495,142279,14.63,15,Thursday,24,64,Neutral,Macro,False,False
POST_01957,2025-07-10 17:25:00,Facebook,Video,Business,6731,226,332,46443,81,86009,8.47,17,Thursday,0,186,Positive,Mid-tier,True,False
POST_02049,2025-07-10 17:30:00,Facebook,Live,Entertainment,4505,145,744,62778,82,110502,4.88,17,Thursday,16,341,Neutral,Macro,True,False
POST_00145,2025-07-10 22:19:00,Twitter,Tweet,Gaming,581,111,1484,76863,24,180359,1.21,22,Thursday,26,1563,Positive,Macro,True,False
POST_04399,2025-07-11 05:27:00,Instagram,Reel,Entertainment,1039,68,98,11155,914,338899,0.36,5,Friday,1,392,Negative,Macro,False,False
POST_01040,2025-07-11 13:34:00,Twitter,Thread,Travel,4581,98,1126,17673,360,452805,1.28,13,Friday,21,237,Positive,Macro,True,False
POST_01525,2025-07-11 15:22:00,Facebook,Story,Fitness,7968,386,379,72685,496,400484,2.18,15,Friday,18,1447,Neutral,Macro,True,False
POST_03676,2025-07-11 19:50:00,Twitter,Tweet,Health,649,96,1475,45874,266,383834,0.58,19,Friday,2,1645,Neutral,Macro,True,False
POST_00005,2025-07-12 02:37:00,Instagram,Reel,Education,865,432,174,15566,473,305165,0.48,2,Saturday,10,81,Positive,Macro,True,False
POST_01214,2025-07-12 05:43:00,TikTok,Video,Sports,46364,167,3713,349162,2338,69416,72.38,5,Saturday,13,353,Negative,Mid-tier,True,False
POST_02004,2025-07-12 09:40:00,Instagram,Story,Fitness,1255,9,146,26447,488,128474,1.1,9,Saturday,3,1134,Neutral,Macro,True,False
POST_04847,2025-07-13 05:38:00,YouTube,Live,Fashion,1968,246,496,146354,259,210913,1.28,5,Sunday,0,402,Neutral,Macro,True,False
POST_01307,2025-07-13 06:27:00,LinkedIn,Article,Food,284,53,180,10648,244,105113,0.49,6,Sunday,3,1309,Positive,Macro,True,False
POST_01457,2025-07-13 07:09:00,LinkedIn,Poll,Food,1336,34,3,17245,199,412473,0.33,7,Sunday,22,1325,Neutral,Macro,True,False
POST_01111,2025-07-13 15:11:00,TikTok,Duet,Fitness,11321,1877,2355,106978,530,7226,215.24,15,Sunday,6,72,Neutral,Nano,True,True
POST_03117,2025-07-13 16:21:00,LinkedIn,Post,Lifestyle,1275,14,253,15189,288,273313,0.56,16,Sunday,4,603,Neutral,Macro,True,False
POST_02813,2025-07-13 18:23:00,LinkedIn,Article,Education,1482,143,85,2761,38,368741,0.46,18,Sunday,10,683,Neutral,Macro,False,False
POST_04571,2025-07-13 19:21:00,Facebook,Video,Technology,1220,59,654,27750,536,69809,2.77,19,Sunday,9,48,Positive,Mid-tier,True,False
POST_00257,2025-07-13 19:57:00,YouTube,Community Post,Gaming,15863,406,1495,546042,4321,437468,4.06,19,Sunday,12,157,Positive,Macro,False,True
POST_01397,2025-07-13 21:11:00,Twitter,Retweet,Fashion,3540,213,1104,54648,147,188229,2.58,21,Sunday,9,1535,Negative,Macro,True,False
POST_02621,2025-07-14 08:39:00,TikTok,Video,Food,37378,403,3706,296544,407,276485,15.01,8,Monday,13,336,Positive,Macro,True,False
POST_01010,2025-07-14 16:12:00,Facebook,Story,Entertainment,828,261,802,22452,397,489584,0.39,16,Monday,16,1160,Neutral,Macro,True,False
POST_03414,2025-07-14 23:20:00,Twitter,Tweet,Travel,4344,218,1292,9752,356,168952,3.46,23,Monday,11,300,Positive,Macro,True,True
POST_02756,2025-07-15 05:30:00,Twitter,Poll,Health,21,147,534,28955,457,150319,0.47,5,Tuesday,8,69,Negative,Macro,False,False
POST_02230,2025-07-15 08:15:00,Twitter,Retweet,Health,1867,96,177,38336,447,212941,1.0,8,Tuesday,5,733,Neutral,Macro,True,True
POST_04345,2025-07-15 12:06:00,Facebook,Story,Business,3564,222,463,69574,329,496283,0.86,12,Tuesday,18,1120,Negative,Macro,False,True
POST_03095,2025-07-15 14:29:00,Instagram,Reel,Lifestyle,9405,371,129,40786,156,365841,2.71,14,Tuesday,0,288,Positive,Macro,True,False
POST_00237,2025-07-15 14:57:00,Twitter,Poll,Fitness,3901,152,1866,2999,6,172954,3.42,14,Tuesday,28,1985,Positive,Macro,True,False
POST_01800,2025-07-15 15:58:00,Instagram,Carousel,Education,664,11,165,36758,481,382081,0.22,15,Tuesday,26,1795,Positive,Macro,True,True
POST_02786,2025-07-16 01:00:00,Instagram,Story,Food,1415,181,131,5252,92,301108,0.57,1,Wednesday,9,972,Positive,Macro,True,False
POST_02019,2025-07-16 02:18:00,Instagram,Story,Gaming,8850,313,213,2864,194,419190,2.24,2,Wednesday,11,904,Neutral,Macro,True,False
POST_00407,2025-07-16 04:59:00,Twitter,Thread,Fitness,3350,206,1454,12218,428,196815,2.55,4,Wednesday,17,355,Neutral,Macro,True,False
POST_04608,2025-07-16 08:46:00,Instagram,Story,Fitness,348,343,105,16661,971,325194,0.24,8,Wednesday,29,853,Positive,Macro,True,False
POST_02018,2025-07-16 14:41:00,TikTok,Duet,Fitness,46013,1368,2181,102052,968,106784,46.41,14,Wednesday,18,93,Positive,Macro,True,False
POST_02348,2025-07-16 16:07:00,Twitter,Thread,Entertainment,2858,4,1157,37994,232,330599,1.22,16,Wednesday,21,1598,Neutral,Macro,True,False
POST_01215,2025-07-17 00:46:00,LinkedIn,Poll,Travel,1524,122,118,7763,238,317272,0.56,0,Thursday,8,54,Positive,Macro,False,False
POST_00397,2025-07-17 01:29:00,TikTok,Stitch,Technology,44520,856,1943,438714,2661,156542,30.23,1,Thursday,10,364,Neutral,Macro,True,False
POST_00108,2025-07-17 03:03:00,TikTok,Stitch,Education,43127,1302,352,141746,956,103234,43.38,3,Thursday,10,87,Positive,Macro,True,True
POST_01496,2025-07-17 07:06:00,LinkedIn,Poll,Fitness,730,125,114,11508,222,328528,0.29,7,Thursday,7,1770,Neutral,Macro,False,True
POST_04414,2025-07-17 08:16:00,Facebook,Live,Travel,852,130,536,66502,243,16549,9.17,8,Thursday,22,77,Positive,Micro,True,True
POST_00326,2025-07-17 10:22:00,LinkedIn,Document,Food,113,77,205,3067,286,138092,0.29,10,Thursday,11,1700,Neutral,Macro,False,False
POST_01518,2025-07-17 15:03:00,TikTok,Duet,Fashion,1119,987,3548,287414,2185,209069,2.7,15,Thursday,6,434,Neutral,Macro,True,False
POST_00819,2025-07-17 17:18:00,Instagram,Story,Education,2896,159,187,26508,78,229098,1.42,17,Thursday,22,1082,Negative,Macro,False,False
POST_03125,2025-07-18 03:19:00,LinkedIn,Document,Lifestyle,1151,91,341,14612,285,43349,3.65,3,Friday,29,764,Positive,Micro,False,False
POST_02389,2025-07-18 04:39:00,LinkedIn,Post,Fitness,744,70,228,11507,184,115798,0.9,4,Friday,19,220,Negative,Macro,False,False
POST_01687,2025-07-18 11:22:00,YouTube,Community Post,Gaming,9820,682,1587,385891,2523,429532,2.81,11,Friday,1,1916,Positive,Macro,True,False
POST_04945,2025-07-18 20:18:00,TikTok,Video,Fitness,35901,745,2956,207267,1031,451011,8.78,20,Friday,10,450,Positive,Macro,False,False
POST_00162,2025-07-18 22:27:00,Facebook,Post,Technology,5680,222,946,18813,770,181126,3.78,22,Friday,14,207,Positive,Macro,True,False
POST_03199,2025-07-18 22:48:00,Instagram,Reel,Health,6102,308,69,18526,343,95345,6.8,22,Friday,20,392,Neutral,Mid-tier,True,False
POST_00571,2025-07-18 23:55:00,Facebook,Story,Fashion,4504,250,899,17262,392,348032,1.62,23,Friday,27,1079,Positive,Macro,False,True
POST_00362,2025-07-19 02:10:00,Facebook,Post,Travel,5109,241,585,47909,227,398357,1.49,2,Saturday,15,108,Neutral,Macro,False,True
POST_01257,2025-07-19 05:21:00,Instagram,Carousel,Gaming,750,61,110,18424,994,429584,0.21,5,Saturday,0,1703,Positive,Macro,False,True
POST_04411,2025-07-19 06:37:00,Instagram,Story,Fitness,6862,44,174,17770,403,117461,6.03,6,Saturday,17,1676,Negative,Macro,False,True
POST_03398,2025-07-19 12:19:00,TikTok,Stitch,Education,18101,588,3736,387907,1126,144798,15.49,12,Saturday,26,431,Neutral,Macro,True,False
POST_00413,2025-07-19 13:05:00,YouTube,Live,Technology,15584,750,958,61155,2362,133965,12.91,13,Saturday,14,244,Positive,Macro,True,False
POST_02807,2025-07-19 14:24:00,TikTok,Duet,Sports,12371,1106,4327,299319,773,194354,9.16,14,Saturday,18,270,Positive,Macro,True,True
POST_04016,2025-07-19 14:46:00,Twitter,Retweet,Health,4181,288,1204,98510,47,80619,7.04,14,Saturday,16,1795,Neutral,Mid-tier,True,True
POST_01140,2025-07-19 15:03:00,Facebook,Story,Sports,5698,157,490,50955,19,312340,2.03,15,Saturday,1,1894,Positive,Macro,True,True
POST_00431,2025-07-19 17:24:00,Instagram,Carousel,Fashion,5175,345,37,15162,365,381100,1.46,17,Saturday,20,1894,Positive,Macro,False,True
POST_03600,2025-07-20 02:17:00,LinkedIn,Article,Entertainment,1246,60,190,18174,130,221673,0.67,2,Sunday,24,365,Negative,Macro,False,True
POST_04080,2025-07-20 03:23:00,Instagram,Photo,Travel,5964,6,23,23239,245,39880,15.03,3,Sunday,8,973,Neutral,Micro,True,False
POST_03671,2025-07-20 09:46:00,Instagram,Story,Fashion,3100,452,32,23976,359,382730,0.94,9,Sunday,19,125,Neutral,Macro,True,False
POST_01889,2025-07-20 13:53:00,LinkedIn,Post,Education,1886,111,181,8202,41,2575,84.58,13,Sunday,11,1586,Neutral,Nano,True,False
POST_02440,2025-07-20 16:35:00,Instagram,Reel,Technology,1323,486,76,25276,463,312306,0.6,16,Sunday,4,477,Positive,Macro,True,False
POST_02007,2025-07-20 17:09:00,Twitter,Retweet,Business,602,159,23,13342,448,44279,1.77,17,Sunday,25,1549,Neutral,Micro,False,False
POST_01904,2025-07-20 20:13:00,Instagram,Reel,Entertainment,1831,271,140,18760,253,454217,0.49,20,Sunday,13,78,Positive,Macro,True,True
POST_01184,2025-07-21 02:38:00,YouTube,Community Post,Lifestyle,2126,347,1578,970846,4807,111487,3.63,2,Monday,25,1299,Positive,Macro,True,True
POST_00205,2025-07-21 04:12:00,Facebook,Story,Lifestyle,7377,60,484,17092,598,242914,3.26,4,Monday,19,1755,Neutral,Macro,True,True
POST_02378,2025-07-21 05:04:00,TikTok,Video,Technology,28725,169,3645,128950,1519,408648,7.96,5,Monday,9,355,Negative,Macro,True,False
POST_00087,2025-07-21 07:37:00,LinkedIn,Poll,Business,1991,72,487,11149,31,366772,0.7,7,Monday,6,276,Positive,Macro,True,True
POST_00148,2025-07-21 09:59:00,Facebook,Live,Lifestyle,7352,80,82,55616,795,173151,4.34,9,Monday,4,335,Neutral,Macro,True,False
POST_03158,2025-07-21 15:02:00,Instagram,Photo,Business,123,443,124,7449,152,42967,1.61,15,Monday,1,1620,Neutral,Micro,True,False
POST_00826,2025-07-21 18:23:00,YouTube,Short,Health,16495,391,1179,216192,4734,442916,4.08,18,Monday,27,126,Neutral,Macro,True,False
POST_03295,2025-07-21 21:34:00,YouTube,Live,Sports,128,562,1788,434951,2182,28212,8.78,21,Monday,18,518,Positive,Micro,True,True
POST_01602,2025-07-21 23:59:00,Twitter,Tweet,Gaming,1786,122,1162,43801,212,331770,0.93,23,Monday,0,1863,Neutral,Macro,True,True
POST_03939,2025-07-22 03:09:00,Instagram,Story,Entertainment,7648,260,249,5128,50,483045,1.69,3,Tuesday,24,841,Positive,Macro,True,False
POST_02766,2025-07-22 03:52:00,YouTube,Community Post,Lifestyle,8375,389,65,350152,3205,228227,3.87,3,Tuesday,20,646,Positive,Macro,True,True
POST_02796,2025-07-22 12:53:00,Facebook,Live,Education,415,11,257,78500,105,392414,0.17,12,Tuesday,7,599,Positive,Macro,True,False
POST_01944,2025-07-23 08:08:00,LinkedIn,Article,Health,769,137,322,23766,48,20046,6.13,8,Wednesday,27,706,Neutral,Micro,True,False
POST_03812,2025-07-23 08:56:00,Facebook,Video,Gaming,7127,197,763,65820,375,267294,3.03,8,Wednesday,25,188,Neutral,Macro,True,False
POST_04997,2025-07-23 10:31:00,Instagram,Reel,Lifestyle,2360,162,119,24501,777,249116,1.06,10,Wednesday,4,522,Negative,Macro,False,False
POST_00591,2025-07-23 11:07:00,Instagram,Story,Fitness,6316,231,84,5360,667,219752,3.02,11,Wednesday,5,56,Positive,Macro,True,False
POST_01643,2025-07-23 12:35:00,Facebook,Live,Business,3942,359,524,44884,405,137445,3.51,12,Wednesday,19,409,Positive,Macro,False,True
POST_03155,2025-07-23 14:45:00,Twitter,Retweet,Fashion,1282,101,1025,76439,354,412440,0.58,14,Wednesday,14,431,Positive,Macro,True,False
POST_04385,2025-07-23 17:50:00,TikTok,Stitch,Education,34091,1917,1382,343623,1764,164900,22.67,17,Wednesday,12,112,Neutral,Macro,True,False
POST_00117,2025-07-23 21:45:00,TikTok,Duet,Food,44613,1283,579,340988,923,457797,10.15,21,Wednesday,1,194,Positive,Macro,True,False
POST_03623,2025-07-24 01:01:00,Instagram,Carousel,Entertainment,8101,466,83,7613,256,29187,29.64,1,Thursday,16,1389,Positive,Micro,True,False
POST_00037,2025-07-24 07:43:00,Twitter,Retweet,Entertainment,3409,284,1785,28180,109,168244,3.26,7,Thursday,15,112,Neutral,Macro,False,False
POST_03632,2025-07-24 08:57:00,Instagram,Story,Gaming,9211,278,12,47221,447,174074,5.46,8,Thursday,2,1830,Positive,Macro,True,True
POST_00506,2025-07-24 11:05:00,Instagram,Reel,Business,1992,425,298,18215,732,139793,1.94,11,Thursday,6,218,Positive,Macro,True,True
POST_02142,2025-07-24 15:11:00,Facebook,Story,Health,2411,77,797,12475,526,469956,0.7,15,Thursday,23,1498,Negative,Macro,True,False
POST_01861,2025-07-24 17:00:00,TikTok,Duet,Travel,31379,1360,1807,80974,1989,425030,8.13,17,Thursday,24,259,Positive,Macro,True,False
POST_04022,2025-07-25 00:23:00,Instagram,Story,Technology,4130,403,33,11271,62,340109,1.34,0,Friday,7,467,Positive,Macro,True,False
POST_03038,2025-07-25 00:44:00,YouTube,Live,Health,11361,666,493,512133,170,24253,51.62,0,Friday,16,455,Neutral,Micro,False,True
POST_01729,2025-07-25 05:18:00,TikTok,Duet,Health,5163,1595,2010,355579,1308,422837,2.07,5,Friday,25,45,Negative,Macro,True,True
POST_00352,2025-07-25 13:38:00,TikTok,Video,Business,597,1779,4663,206664,181,156438,4.5,13,Friday,21,546,Neutral,Macro,True,False
POST_02417,2025-07-25 13:47:00,Twitter,Tweet,Sports,2873,236,612,81263,496,120064,3.1,13,Friday,11,1091,Neutral,Macro,True,False
POST_01238,2025-07-25 18:44:00,Facebook,Story,Lifestyle,6790,129,269,68071,771,258108,2.78,18,Friday,7,1217,Neutral,Macro,True,False
POST_01846,2025-07-25 19:03:00,Instagram,Reel,Gaming,4140,471,229,12875,19,421747,1.15,19,Friday,22,592,Neutral,Macro,True,True
POST_03433,2025-07-25 20:39:00,TikTok,Stitch,Fitness,12566,238,902,300305,2789,133001,10.31,20,Friday,7,102,Positive,Macro,True,False
POST_02406,2025-07-25 23:56:00,Facebook,Live,Gaming,5674,331,224,57125,758,354408,1.76,23,Friday,15,66,Neutral,Macro,True,False
POST_03920,2025-07-26 01:27:00,TikTok,Duet,Fashion,45348,236,4566,84029,981,81798,61.31,1,Saturday,13,184,Neutral,Mid-tier,True,False
POST_03471,2025-07-26 01:37:00,Instagram,Reel,Food,7424,39,251,32826,422,371385,2.08,1,Saturday,16,466,Positive,Macro,True,True
POST_03758,2025-07-26 02:12:00,Twitter,Tweet,Business,3581,262,372,53956,315,257683,1.64,2,Saturday,29,398,Positive,Macro,True,False
POST_01732,2025-07-26 05:43:00,Facebook,Live,Fashion,4912,299,601,45897,639,10517,55.26,5,Saturday,25,313,Neutral,Micro,True,False
POST_01084,2025-07-26 06:30:00,TikTok,Stitch,Sports,10007,472,32,456095,2367,164096,6.41,6,Saturday,16,412,Neutral,Macro,True,False
POST_01189,2025-07-26 07:36:00,Twitter,Thread,Gaming,1711,246,1900,67640,251,352855,1.09,7,Saturday,14,229,Positive,Macro,True,True
POST_02178,2025-07-26 18:22:00,Facebook,Video,Lifestyle,7981,146,255,21207,87,104534,8.02,18,Saturday,2,209,Positive,Macro,True,False
POST_03197,2025-07-26 19:44:00,YouTube,Community Post,Food,19860,533,95,478060,4808,231144,8.86,19,Saturday,9,1342,Negative,Macro,False,False
POST_04734,2025-07-26 19:53:00,YouTube,Short,Education,4797,301,1152,790266,4736,351334,1.78,19,Saturday,29,549,Positive,Macro,True,False
POST_04577,2025-07-27 11:57:00,Twitter,Poll,Sports,3389,25,114,50203,431,461309,0.76,11,Sunday,29,1370,Positive,Macro,True,False
POST_03364,2025-07-27 13:27:00,Twitter,Tweet,Sports,3914,264,88,15481,497,259987,1.64,13,Sunday,25,1825,Negative,Macro,False,False
POST_01258,2025-07-27 13:29:00,Facebook,Post,Business,6197,223,964,15429,17,165915,4.45,13,Sunday,22,1000,Negative,Macro,True,True
POST_00172,2025-07-27 13:39:00,Instagram,Reel,Business,933,13,192,9915,855,468634,0.24,13,Sunday,8,525,Negative,Macro,True,False
POST_00942,2025-07-27 23:17:00,Facebook,Video,Gaming,7655,97,497,53021,157,467902,1.76,23,Sunday,29,340,Positive,Macro,True,True
POST_00163,2025-07-28 00:07:00,Facebook,Video,Fitness,6935,284,748,63309,515,138771,5.74,0,Monday,24,563,Negative,Macro,True,False
POST_04798,2025-07-28 00:09:00,TikTok,Duet,Entertainment,44692,807,2523,338393,1975,160572,29.91,0,Monday,26,199,Neutral,Macro,True,False
POST_00009,2025-07-28 06:45:00,Facebook,Post,Health,7278,270,132,20146,242,175208,4.38,6,Monday,25,928,Positive,Macro,True,False
POST_00514,2025-07-28 10:58:00,TikTok,Duet,Fashion,9738,357,4809,149294,962,33088,45.04,10,Monday,1,387,Neutral,Micro,True,False
POST_01927,2025-07-28 12:15:00,Facebook,Video,Food,3672,289,68,46623,567,468048,0.86,12,Monday,9,147,Neutral,Macro,True,True
POST_02311,2025-07-28 13:25:00,Facebook,Post,Gaming,2407,146,440,21415,496,476294,0.63,13,Monday,6,1465,Positive,Macro,False,False
POST_02478,2025-07-28 19:47:00,TikTok,Duet,Business,30896,1051,1577,88127,1730,310168,10.81,19,Monday,5,234,Positive,Macro,True,True
POST_00810,2025-07-29 03:16:00,Instagram,Carousel,Fitness,9196,201,43,22231,203,71232,13.25,3,Tuesday,13,645,Neutral,Mid-tier,True,False
POST_02633,2025-07-29 05:29:00,Instagram,Reel,Entertainment,7200,358,88,14361,574,151431,5.05,5,Tuesday,6,556,Neutral,Macro,True,True
POST_03297,2025-07-29 05:32:00,Facebook,Story,Gaming,2650,319,106,3473,181,129701,2.37,5,Tuesday,24,810,Positive,Macro,True,False
POST_04396,2025-07-29 08:54:00,TikTok,Stitch,Travel,10065,1339,333,59784,1756,472133,2.49,8,Tuesday,21,470,Negative,Macro,True,False
POST_00583,2025-07-29 10:42:00,Facebook,Post,Sports,5997,233,243,65271,260,133476,4.85,10,Tuesday,7,678,Neutral,Macro,True,False
POST_04305,2025-07-29 13:51:00,TikTok,Stitch,Business,2986,1066,815,188552,2912,491285,0.99,13,Tuesday,18,128,Positive,Macro,True,False
POST_00952,2025-07-29 22:17:00,LinkedIn,Post,Entertainment,1555,33,303,16430,266,332472,0.57,22,Tuesday,17,1296,Positive,Macro,False,True
POST_01562,2025-07-29 22:56:00,Instagram,Reel,Education,9565,183,98,1391,478,355940,2.77,22,Tuesday,5,274,Negative,Macro,False,False
POST_03809,2025-07-30 02:19:00,Instagram,Photo,Food,2848,440,10,34761,641,202601,1.63,2,Wednesday,3,1259,Positive,Macro,False,False
POST_04646,2025-07-30 14:52:00,LinkedIn,Poll,Education,1037,115,352,17234,141,381077,0.39,14,Wednesday,13,111,Positive,Macro,True,False
POST_02189,2025-07-30 15:49:00,TikTok,Stitch,Lifestyle,27415,638,1309,184577,605,376726,7.79,15,Wednesday,3,390,Neutral,Macro,True,True
POST_02430,2025-07-30 17:13:00,TikTok,Video,Technology,41653,1434,1946,464608,1942,71055,63.38,17,Wednesday,21,222,Positive,Mid-tier,True,False
POST_03532,2025-07-30 19:27:00,TikTok,Duet,Entertainment,37213,774,3658,155170,140,217077,19.18,19,Wednesday,29,55,Negative,Macro,False,True
POST_01019,2025-07-31 01:35:00,YouTube,Video,Education,3823,385,518,803251,1548,258326,1.83,1,Thursday,25,593,Positive,Macro,True,False
POST_00851,2025-07-31 01:52:00,Instagram,Reel,Gaming,4518,492,260,28117,540,402382,1.31,1,Thursday,0,287,Positive,Macro,True,False
POST_01009,2025-07-31 03:03:00,Instagram,Photo,Technology,6860,77,198,38630,607,242044,2.95,3,Thursday,21,462,Positive,Macro,True,True
POST_01542,2025-07-31 04:36:00,Instagram,Reel,Food,7043,466,159,41525,982,462416,1.66,4,Thursday,8,178,Positive,Macro,True,False
POST_01213,2025-07-31 06:37:00,Instagram,Carousel,Technology,7965,264,193,22205,783,270262,3.12,6,Thursday,21,1304,Neutral,Macro,True,False
POST_01156,2025-07-31 07:36:00,TikTok,Video,Food,2264,467,2632,249525,2142,215111,2.49,7,Thursday,23,236,Positive,Macro,True,True
POST_02832,2025-07-31 08:03:00,LinkedIn,Post,Education,1998,60,366,3811,100,3966,61.12,8,Thursday,11,855,Neutral,Nano,True,False
POST_04423,2025-07-31 21:41:00,Facebook,Live,Food,1127,286,575,58292,513,157579,1.26,21,Thursday,20,372,Positive,Macro,True,True
POST_02543,2025-08-01 05:20:00,TikTok,Duet,Education,46736,997,4348,373793,956,465383,11.19,5,Friday,28,474,Positive,Macro,True,False
POST_00653,2025-08-01 20:40:00,Facebook,Post,Sports,2500,28,943,5699,708,147224,2.36,20,Friday,6,1363,Neutral,Macro,True,False
POST_03121,2025-08-01 23:58:00,Twitter,Tweet,Fashion,1648,14,1768,4372,441,420670,0.82,23,Friday,7,1785,Neutral,Macro,True,False
POST_04584,2025-08-02 01:50:00,TikTok,Duet,Health,41964,173,1156,334705,155,186372,23.23,1,Saturday,22,457,Positive,Macro,True,False
POST_01572,2025-08-02 03:59:00,Instagram,Carousel,Gaming,3404,202,33,5243,769,129216,2.82,3,Saturday,2,170,Negative,Macro,True,False
POST_04203,2025-08-02 05:12:00,Instagram,Story,Technology,1330,446,285,14647,370,139469,1.48,5,Saturday,8,1628,Neutral,Macro,True,False
