Post_ID,Timestamp,Platform,Content_Type,Category,Likes,Comments,Shares,Views,Saves,Follower_Count,Engagement_Rate,Hour_of_Day,Day_of_Week,Hashtag_Count,Content_Length,Sentiment,Influencer_Tier,Has_Media,Is_Verified,month,year,total_engagement,engagement_per_1k_views,engagement_per_1k_followers,Engagement_Rate_winsorized,Views_winsorized,Likes_winsorized,total_engagement_winsorized,is_sports_fitness_health,influencer_tier_norm
POST_00407,2025-07-16 04:59:00,Twitter,Thread,Fitness,3350,206,1454,12218,428,196815,2.55,4,Wednesday,17,355,Neutral,Macro,True,False,7,2025,5438,445.081027991488,27.630007875416,2.55,12218.0,3350.0,5438.0,True,macro
POST_04608,2025-07-16 08:46:00,Instagram,Story,Fitness,348,343,105,16661,971,325194,0.24,8,Wednesday,29,853,Positive,Macro,True,False,7,2025,1767,106.05605906008041,5.433679588184284,0.24,16661.0,348.0,1767.0,True,macro
POST_02018,2025-07-16 14:41:00,TikTok,Duet,Fitness,46013,1368,2181,102052,968,106784,46.41,14,Wednesday,18,93,Positive,Macro,True,False,7,2025,50530,495.1397326852977,473.19823194486065,46.41,102052.0,46013.0,50530.0,True,macro
POST_01496,2025-07-17 07:06:00,LinkedIn,Poll,Fitness,730,125,114,11508,222,328528,0.29,7,Thursday,7,1770,Neutral,Macro,False,True,7,2025,1191,103.49322210636079,3.625261773730093,0.29,11508.0,730.0,1191.0,True,macro
POST_02389,2025-07-18 04:39:00,LinkedIn,Post,Fitness,744,70,228,11507,184,115798,0.9,4,Friday,19,220,Negative,Macro,False,False,7,2025,1226,106.54384287824803,10.587402200383426,0.9,11507.0,744.0,1226.0,True,macro
POST_04945,2025-07-18 20:18:00,TikTok,Video,Fitness,35901,745,2956,207267,1031,451011,8.78,20,Friday,10,450,Positive,Macro,False,False,7,2025,40633,196.04182045381077,90.09314628689766,8.78,207267.0,35901.0,40633.0,True,macro
POST_03199,2025-07-18 22:48:00,Instagram,Reel,Health,6102,308,69,18526,343,95345,6.8,22,Friday,20,392,Neutral,Mid-tier,True,False,7,2025,6822,368.2392313505344,71.55068435680948,6.8,18526.0,6102.0,6822.0,True,mid-tier
POST_04411,2025-07-19 06:37:00,Instagram,Story,Fitness,6862,44,174,17770,403,117461,6.03,6,Saturday,17,1676,Negative,Macro,False,True,7,2025,7483,421.10298255486776,63.70625143664706,6.03,17770.0,6862.0,7483.0,True,macro
POST_02807,2025-07-19 14:24:00,TikTok,Duet,Sports,12371,1106,4327,299319,773,194354,9.16,14,Saturday,18,270,Positive,Macro,True,True,7,2025,18577,62.06421911071465,95.58331704004033,9.16,299319.0,12371.0,18577.0,True,macro
POST_04016,2025-07-19 14:46:00,Twitter,Retweet,Health,4181,288,1204,98510,47,80619,7.04,14,Saturday,16,1795,Neutral,Mid-tier,True,True,7,2025,5720,58.06517104862451,70.95101650975577,7.04,98510.0,4181.0,5720.0,True,mid-tier
POST_01140,2025-07-19 15:03:00,Facebook,Story,Sports,5698,157,490,50955,19,312340,2.03,15,Saturday,1,1894,Positive,Macro,True,True,7,2025,6364,124.89451476793249,20.375232118844846,2.03,50955.0,5698.0,6364.0,True,macro
POST_00826,2025-07-21 18:23:00,YouTube,Short,Health,16495,391,1179,216192,4734,442916,4.08,18,Monday,27,126,Neutral,Macro,True,False,7,2025,22799,105.45718620485495,51.47477174001391,4.08,216192.0,16495.0,22799.0,True,macro
POST_03295,2025-07-21 21:34:00,YouTube,Live,Sports,128,562,1788,434951,2182,28212,8.78,21,Monday,18,518,Positive,Micro,True,True,7,2025,4660,10.713850525691399,165.17793846590104,8.78,434951.0,128.0,4660.0,True,micro
POST_01944,2025-07-23 08:08:00,LinkedIn,Article,Health,769,137,322,23766,48,20046,6.13,8,Wednesday,27,706,Neutral,Micro,True,False,7,2025,1276,53.69014558613145,63.65359672752668,6.13,23766.0,769.0,1276.0,True,micro
POST_00591,2025-07-23 11:07:00,Instagram,Story,Fitness,6316,231,84,5360,667,219752,3.02,11,Wednesday,5,56,Positive,Macro,True,False,7,2025,7298,1361.5671641791046,33.21016418508137,3.02,5360.0,6316.0,7298.0,True,macro
POST_02142,2025-07-24 15:11:00,Facebook,Story,Health,2411,77,797,12475,526,469956,0.7,15,Thursday,23,1498,Negative,Macro,True,False,7,2025,3811,305.4909819639279,8.109269803981649,0.7,12475.0,2411.0,3811.0,True,macro
POST_03038,2025-07-25 00:44:00,YouTube,Live,Health,11361,666,493,512133,170,24253,51.62,0,Friday,16,455,Neutral,Micro,False,True,7,2025,12690,24.778719590418895,523.2342390632086,51.62,512133.0,11361.0,12690.0,True,micro
POST_01729,2025-07-25 05:18:00,TikTok,Duet,Health,5163,1595,2010,355579,1308,422837,2.07,5,Friday,25,45,Negative,Macro,True,True,7,2025,10076,28.336881536873662,23.829513500474178,2.07,355579.0,5163.0,10076.0,True,macro
POST_02417,2025-07-25 13:47:00,Twitter,Tweet,Sports,2873,236,612,81263,496,120064,3.1,13,Friday,11,1091,Neutral,Macro,True,False,7,2025,4217,51.893235543851446,35.122934434968016,3.1,81263.0,2873.0,4217.0,True,macro
POST_03433,2025-07-25 20:39:00,TikTok,Stitch,Fitness,12566,238,902,300305,2789,133001,10.31,20,Friday,7,102,Positive,Macro,True,False,7,2025,16495,54.927490384775474,124.02162389756468,10.31,300305.0,12566.0,16495.0,True,macro
POST_01084,2025-07-26 06:30:00,TikTok,Stitch,Sports,10007,472,32,456095,2367,164096,6.41,6,Saturday,16,412,Neutral,Macro,True,False,7,2025,12878,28.235345706486587,78.47845163806552,6.41,456095.0,10007.0,12878.0,True,macro
POST_04577,2025-07-27 11:57:00,Twitter,Poll,Sports,3389,25,114,50203,431,461309,0.76,11,Sunday,29,1370,Positive,Macro,True,False,7,2025,3959,78.85982909387886,8.58210006741685,0.76,50203.0,3389.0,3959.0,True,macro
POST_03364,2025-07-27 13:27:00,Twitter,Tweet,Sports,3914,264,88,15481,497,259987,1.64,13,Sunday,25,1825,Negative,Macro,False,False,7,2025,4763,307.6674633421614,18.3201467765696,1.64,15481.0,3914.0,4763.0,True,macro
POST_00163,2025-07-28 00:07:00,Facebook,Video,Fitness,6935,284,748,63309,515,138771,5.74,0,Monday,24,563,Negative,Macro,True,False,7,2025,8482,133.97779146724795,61.12228059176629,5.74,63309.0,6935.0,8482.0,True,macro
POST_00009,2025-07-28 06:45:00,Facebook,Post,Health,7278,270,132,20146,242,175208,4.38,6,Monday,25,928,Positive,Macro,True,False,7,2025,7922,393.2294251960687,45.214830373042325,4.38,20146.0,7278.0,7922.0,True,macro
POST_00810,2025-07-29 03:16:00,Instagram,Carousel,Fitness,9196,201,43,22231,203,71232,13.25,3,Tuesday,13,645,Neutral,Mid-tier,True,False,7,2025,9643,433.7636633529756,135.3745507637017,13.25,22231.0,9196.0,9643.0,True,mid-tier
POST_00583,2025-07-29 10:42:00,Facebook,Post,Sports,5997,233,243,65271,260,133476,4.85,10,Tuesday,7,678,Neutral,Macro,True,False,7,2025,6733,103.15454030120574,50.44352542779226,4.85,65271.0,5997.0,6733.0,True,macro
POST_00653,2025-08-01 20:40:00,Facebook,Post,Sports,2500,28,943,5699,708,147224,2.36,20,Friday,6,1363,Neutral,Macro,True,False,8,2025,4179,733.2865414985084,28.385317611259033,2.36,5699.0,2500.0,4179.0,True,macro
POST_04584,2025-08-02 01:50:00,TikTok,Duet,Health,41964,173,1156,334705,155,186372,23.23,1,Saturday,22,457,Positive,Macro,True,False,8,2025,43448,129.80983253910162,233.12514755435365,23.23,334705.0,41964.0,43448.0,True,macro
POST_00463,2025-08-02 21:50:00,LinkedIn,Poll,Health,224,71,205,4236,71,449926,0.11,21,Saturday,12,1694,Positive,Macro,True,False,8,2025,571,134.79697828139754,1.2690975849361896,0.11,4236.0,224.0,571.0,True,macro
POST_01432,2025-08-03 05:23:00,Facebook,Post,Fitness,2075,16,103,25632,41,25935,8.46,5,Sunday,6,893,Neutral,Micro,False,False,8,2025,2235,87.19569288389513,86.17698091382302,8.46,25632.0,2075.0,2235.0,True,micro
POST_00041,2025-08-03 22:20:00,Instagram,Carousel,Sports,9321,19,186,41261,428,62227,15.31,22,Sunday,16,618,Neutral,Mid-tier,True,False,8,2025,9954,241.24475897336467,159.96271714850465,15.31,41261.0,9321.0,9954.0,True,mid-tier
POST_01473,2025-08-04 01:27:00,TikTok,Stitch,Health,6383,672,4136,204933,2161,48001,23.31,1,Monday,29,578,Positive,Micro,True,False,8,2025,13352,65.15300122479053,278.16087164850734,23.31,204933.0,6383.0,13352.0,True,micro
POST_04815,2025-08-04 01:38:00,TikTok,Video,Health,39319,146,1138,39281,1976,103190,39.35,1,Monday,7,276,Neutral,Macro,True,False,8,2025,42579,1083.959166009012,412.62719255741837,39.35,39281.0,39319.0,42579.0,True,macro
POST_03156,2025-08-04 04:12:00,Facebook,Post,Sports,4056,251,592,69488,368,188430,2.6,4,Monday,27,1345,Negative,Macro,True,False,8,2025,5267,75.797259958554,27.952024624529002,2.6,69488.0,4056.0,5267.0,True,macro
POST_04450,2025-08-04 23:17:00,LinkedIn,Post,Sports,1566,49,191,8896,48,348953,0.52,23,Monday,14,542,Positive,Macro,True,False,8,2025,1854,208.40827338129498,5.31303642610896,0.52,8896.0,1566.0,1854.0,True,macro
POST_00376,2025-08-05 09:28:00,Twitter,Tweet,Health,2042,68,225,10695,459,381792,0.61,9,Tuesday,27,802,Positive,Macro,True,False,8,2025,2794,261.24357176250584,7.318120861620987,0.61,10695.0,2042.0,2794.0,True,macro
POST_00095,2025-08-07 18:30:00,TikTok,Stitch,Fitness,49362,99,782,444575,1406,50269,99.95,18,Thursday,8,311,Neutral,Mid-tier,False,False,8,2025,51649,116.17612326379125,1027.452306590543,99.95,444575.0,47071.60000000001,51649.0,True,mid-tier
POST_00855,2025-08-08 13:39:00,Instagram,Reel,Fitness,3189,210,7,49452,40,105483,3.23,13,Friday,25,554,Positive,Macro,True,False,8,2025,3446,69.68373372158861,32.66877127120009,3.23,49452.0,3189.0,3446.0,True,macro
POST_00667,2025-08-08 20:12:00,Instagram,Photo,Health,8310,98,187,11643,691,207165,4.15,20,Friday,18,1681,Neutral,Macro,False,True,8,2025,9286,797.560766125569,44.82417396761036,4.15,11643.0,8310.0,9286.0,True,macro
POST_02094,2025-08-09 04:03:00,Facebook,Live,Sports,4042,207,503,13682,569,258201,1.84,4,Saturday,27,336,Positive,Macro,True,True,8,2025,5321,388.9051308288262,20.60797595671589,1.84,13682.0,4042.0,5321.0,True,macro
POST_03905,2025-08-09 04:40:00,TikTok,Stitch,Sports,24710,166,3364,122702,445,71234,39.64,4,Saturday,7,516,Neutral,Mid-tier,True,False,8,2025,28685,233.77777053348763,402.68691916781313,39.64,122702.0,24710.0,28685.0,True,mid-tier
POST_04228,2025-08-09 11:52:00,Facebook,Story,Fitness,7361,351,984,25219,650,193991,4.48,11,Saturday,29,504,Positive,Macro,True,True,8,2025,9346,370.5936000634442,48.17749277028316,4.48,25219.0,7361.0,9346.0,True,macro
POST_02009,2025-08-09 19:25:00,Instagram,Carousel,Sports,3653,24,121,2644,129,302246,1.26,19,Saturday,3,1511,Positive,Macro,True,False,8,2025,3927,1485.249621785174,12.99272777803511,1.26,2644.0,3653.0,3927.0,True,macro
POST_03703,2025-08-09 21:08:00,Twitter,Retweet,Fitness,3101,213,753,83447,493,58823,6.91,21,Saturday,18,1310,Positive,Mid-tier,True,False,8,2025,4560,54.64546358766642,77.52069768627918,6.91,83447.0,3101.0,4560.0,True,mid-tier
POST_02204,2025-08-10 08:11:00,Instagram,Carousel,Health,942,54,108,19964,754,68745,1.61,8,Sunday,3,1359,Neutral,Mid-tier,True,False,8,2025,1858,93.06752153876978,27.0274201760128,1.61,19964.0,942.0,1858.0,True,mid-tier
POST_01509,2025-08-10 13:52:00,Facebook,Video,Sports,6874,304,50,40752,585,156777,4.61,13,Sunday,10,337,Neutral,Macro,True,False,8,2025,7813,191.72065174715354,49.835116120349284,4.61,40752.0,6874.0,7813.0,True,macro
POST_01805,2025-08-10 21:31:00,Twitter,Poll,Sports,4644,141,1794,95870,350,25928,25.37,21,Sunday,4,300,Neutral,Micro,True,False,8,2025,6929,72.2749556691353,267.2400493674792,25.37,95870.0,4644.0,6929.0,True,micro
POST_04355,2025-08-12 03:43:00,Facebook,Post,Health,3011,123,746,42617,10,407607,0.95,3,Tuesday,18,918,Neutral,Macro,True,True,8,2025,3890,91.27812844639463,9.543506367653157,0.95,42617.0,3011.0,3890.0,True,macro
POST_02238,2025-08-12 21:14:00,Instagram,Carousel,Health,3391,355,221,24559,237,52104,7.61,21,Tuesday,20,1057,Neutral,Mid-tier,True,True,8,2025,4204,171.17960829023986,80.68478427759865,7.61,24559.0,3391.0,4204.0,True,mid-tier
POST_04986,2025-08-13 00:18:00,Instagram,Reel,Sports,4717,423,243,26640,596,68463,7.86,0,Wednesday,10,394,Neutral,Mid-tier,True,False,8,2025,5979,224.43693693693695,87.3318434774988,7.86,26640.0,4717.0,5979.0,True,mid-tier
POST_02453,2025-08-13 12:05:00,Facebook,Live,Health,139,151,410,65985,706,438498,0.16,12,Wednesday,23,506,Positive,Macro,True,False,8,2025,1406,21.30787300143972,3.2064000291905552,0.16,65985.0,139.0,1406.0,True,macro
POST_02258,2025-08-13 18:41:00,Twitter,Tweet,Fitness,3534,121,1253,89633,259,188820,2.6,18,Wednesday,10,1894,Neutral,Macro,True,False,8,2025,5167,57.646179420525925,27.36468594428556,2.6,89633.0,3534.0,5167.0,True,macro
POST_01429,2025-08-13 20:04:00,Facebook,Live,Sports,7579,273,938,24758,699,60806,14.46,20,Wednesday,16,212,Positive,Mid-tier,False,True,8,2025,9489,383.2700541239196,156.05367891326514,14.46,24758.0,7579.0,9489.0,True,mid-tier
POST_01344,2025-08-14 04:36:00,LinkedIn,Poll,Health,1031,43,51,1014,236,394423,0.29,4,Thursday,22,1472,Negative,Macro,True,False,8,2025,1361,1342.2090729783038,3.450610131762093,0.29,1014.0,1031.0,1361.0,True,macro
POST_04679,2025-08-14 13:46:00,LinkedIn,Post,Fitness,235,78,230,23350,112,455161,0.12,13,Thursday,17,301,Neutral,Macro,True,True,8,2025,655,28.051391862955033,1.4390512368151052,0.12,23350.0,235.0,655.0,True,macro
POST_02810,2025-08-14 15:54:00,LinkedIn,Article,Fitness,521,80,110,6334,189,428562,0.17,15,Thursday,27,1056,Positive,Macro,True,False,8,2025,900,142.0903062835491,2.100046201016422,0.17,6334.0,521.0,900.0,True,macro
POST_00588,2025-08-14 16:13:00,Instagram,Photo,Sports,9396,361,174,37193,894,101995,9.74,16,Thursday,25,873,Positive,Macro,True,False,8,2025,10825,291.04939101443824,106.13265356144909,9.74,37193.0,9396.0,10825.0,True,macro
POST_00494,2025-08-16 11:46:00,Instagram,Photo,Fitness,4140,19,161,31424,990,413077,1.05,11,Saturday,8,1109,Positive,Macro,True,False,8,2025,5310,168.97912423625255,12.854746209544468,1.05,31424.0,4140.0,5310.0,True,macro
POST_00761,2025-08-18 23:48:00,Instagram,Photo,Sports,8031,265,114,13193,995,294779,2.85,23,Monday,22,868,Positive,Macro,True,True,8,2025,9405,712.8780413855833,31.90525783722721,2.85,13193.0,8031.0,9405.0,True,macro
POST_02445,2025-08-19 07:14:00,Twitter,Thread,Health,2855,168,667,37392,304,49996,7.38,7,Tuesday,21,1734,Neutral,Micro,True,False,8,2025,3994,106.8142918271288,79.88639091127291,7.38,37392.0,2855.0,3994.0,True,micro
POST_03979,2025-08-20 20:02:00,Instagram,Carousel,Fitness,6911,36,75,49902,459,357178,1.97,20,Wednesday,10,1507,Neutral,Macro,True,False,8,2025,7481,149.91383110897357,20.944739037678694,1.97,49902.0,6911.0,7481.0,True,macro
POST_01480,2025-08-21 03:09:00,Twitter,Poll,Sports,2084,224,1322,40305,314,485699,0.75,3,Thursday,10,1588,Positive,Macro,False,False,8,2025,3944,97.85386428482819,8.120255549218756,0.75,40305.0,2084.0,3944.0,True,macro
POST_03383,2025-08-21 23:24:00,Instagram,Reel,Sports,5604,111,9,42661,251,210139,2.72,23,Thursday,15,370,Positive,Macro,True,True,8,2025,5975,140.05766390848783,28.433560643193314,2.72,42661.0,5604.0,5975.0,True,macro
POST_01995,2025-08-22 01:44:00,TikTok,Duet,Health,1244,1989,2719,358807,2918,479502,1.24,1,Friday,12,397,Positive,Macro,True,False,8,2025,8870,24.720810909486158,18.498358713832268,1.24,358807.0,1244.0,8870.0,True,macro
POST_01890,2025-08-22 15:59:00,YouTube,Community Post,Sports,14186,101,290,96341,4664,427266,3.41,15,Friday,19,1767,Neutral,Macro,True,True,8,2025,19241,199.71766952803063,45.03283668721593,3.41,96341.0,14186.0,19241.0,True,macro
POST_00565,2025-08-22 17:45:00,Twitter,Tweet,Fitness,2757,28,1148,49408,312,301398,1.3,17,Friday,8,575,Neutral,Macro,True,True,8,2025,4245,85.91726036269431,14.084366850476778,1.3,49408.0,2757.0,4245.0,True,macro
POST_02192,2025-08-23 00:30:00,YouTube,Short,Sports,4714,186,1995,406255,4221,363729,1.9,0,Saturday,11,516,Positive,Macro,True,True,8,2025,11116,27.362124773848937,30.561214530598328,1.9,406255.0,4714.0,11116.0,True,macro
POST_01557,2025-08-23 03:21:00,Facebook,Story,Fitness,5310,142,497,4459,538,337628,1.76,3,Saturday,21,1096,Positive,Macro,True,False,8,2025,6487,1454.810495626822,19.21345386046181,1.76,4459.0,5310.0,6487.0,True,macro
POST_00954,2025-08-23 07:15:00,YouTube,Video,Fitness,2421,929,1262,23205,3687,360006,1.28,7,Saturday,26,576,Neutral,Macro,True,True,8,2025,8299,357.6384399913812,23.052393571218257,1.28,23205.0,2421.0,8299.0,True,macro
POST_04568,2025-08-23 20:52:00,Instagram,Story,Health,4068,207,12,7574,668,150488,2.85,20,Saturday,11,1999,Positive,Macro,True,False,8,2025,4955,654.2117771322947,32.92621338578491,2.85,7574.0,4068.0,4955.0,True,macro
POST_01313,2025-08-25 22:22:00,Facebook,Live,Health,3620,114,52,58971,40,302883,1.25,22,Monday,25,328,Positive,Macro,True,False,8,2025,3826,64.87934747587798,12.631940386221741,1.25,58971.0,3620.0,3826.0,True,macro
POST_00012,2025-08-26 08:51:00,YouTube,Short,Health,2310,904,491,722243,185,292668,1.27,8,Tuesday,19,25,Neutral,Macro,False,True,8,2025,3890,5.38599889510871,13.291511200404555,1.27,722243.0,2310.0,3890.0,True,macro
POST_01776,2025-08-26 16:10:00,Twitter,Tweet,Sports,4888,243,1415,37498,274,95826,6.83,16,Tuesday,9,472,Negative,Mid-tier,True,False,8,2025,6820,181.87636673955944,71.17066349425,6.83,37498.0,4888.0,6820.0,True,mid-tier
POST_04562,2025-08-26 16:38:00,Twitter,Retweet,Fitness,1080,245,47,48112,18,406885,0.34,16,Tuesday,27,1598,Neutral,Macro,True,False,8,2025,1390,28.890921183904226,3.4161986802167688,0.34,48112.0,1080.0,1390.0,True,macro
POST_02124,2025-08-26 23:58:00,Twitter,Poll,Fitness,3310,144,1343,99737,397,159249,3.01,23,Tuesday,20,395,Neutral,Macro,True,False,8,2025,5194,52.0769624111413,32.61558942285352,3.01,99737.0,3310.0,5194.0,True,macro
POST_02089,2025-08-27 05:41:00,TikTok,Stitch,Sports,36105,155,1325,21350,1622,69951,53.73,5,Wednesday,23,203,Positive,Mid-tier,True,False,8,2025,39207,1836.393442622951,560.4923446412489,53.73,21350.0,36105.0,39207.0,True,mid-tier
POST_02047,2025-08-27 06:58:00,Instagram,Story,Fitness,4501,322,88,26166,868,226542,2.17,6,Wednesday,10,1631,Negative,Macro,True,False,8,2025,5779,220.8591301689215,25.509618525483134,2.17,26166.0,4501.0,5779.0,True,macro
POST_01827,2025-08-27 15:51:00,Instagram,Reel,Health,7516,252,298,46532,973,113594,7.1,15,Wednesday,20,73,Positive,Macro,True,True,8,2025,9039,194.25341700335252,79.57286476398401,7.1,46532.0,7516.0,9039.0,True,macro
POST_00848,2025-08-29 18:09:00,YouTube,Community Post,Health,18885,294,429,877882,2844,365340,5.37,18,Friday,18,1864,Positive,Macro,False,False,8,2025,22452,25.575191198817155,61.455082936442764,5.37,877882.0,18885.0,22452.0,True,macro
POST_04903,2025-08-30 04:01:00,Instagram,Reel,Fitness,4042,455,283,28733,737,364431,1.31,4,Saturday,7,384,Neutral,Macro,False,False,8,2025,5517,192.0091880416246,15.138668225260748,1.31,28733.0,4042.0,5517.0,True,macro
POST_02974,2025-08-30 09:26:00,LinkedIn,Document,Sports,276,25,444,12747,159,73997,1.01,9,Saturday,1,1205,Positive,Mid-tier,False,False,8,2025,904,70.91864752490783,12.216711488303579,1.01,12747.0,276.0,904.0,True,mid-tier
POST_01781,2025-08-31 01:42:00,Instagram,Photo,Fitness,6608,116,292,6114,109,113456,6.18,1,Sunday,24,594,Positive,Macro,True,False,8,2025,7125,1165.3581943081454,62.79967564518403,6.18,6114.0,6608.0,7125.0,True,macro
POST_03701,2025-09-01 07:22:00,Facebook,Post,Fitness,6737,21,329,4988,780,1223,579.48,7,Monday,8,589,Positive,Nano,True,False,9,2025,7867,1577.185244587009,6432.542927228128,167.99900000000105,4988.0,6737.0,7867.0,True,nano
POST_02632,2025-09-01 18:50:00,LinkedIn,Document,Health,543,17,213,6279,239,92322,0.84,18,Monday,9,1459,Neutral,Mid-tier,True,True,9,2025,1012,161.1721611721612,10.961634280019931,0.84,6279.0,543.0,1012.0,True,mid-tier
POST_02956,2025-09-01 19:14:00,LinkedIn,Post,Fitness,1400,7,485,3359,117,28179,6.71,19,Monday,19,1522,Neutral,Micro,True,False,9,2025,2009,598.0946710330456,71.29422619681324,6.71,3359.0,1400.0,2009.0,True,micro
POST_03903,2025-09-01 22:04:00,YouTube,Live,Health,16119,863,1139,108620,1402,25191,71.93,22,Monday,8,471,Neutral,Micro,True,False,9,2025,19523,179.73669674093168,774.999007582073,71.93,108620.0,16119.0,19523.0,True,micro
POST_01283,2025-09-02 04:36:00,Facebook,Story,Health,3081,206,116,52324,265,323555,1.05,4,Tuesday,9,1133,Positive,Macro,False,True,9,2025,3668,70.10167418393088,11.336557926782156,1.05,52324.0,3081.0,3668.0,True,macro
POST_04366,2025-09-02 05:41:00,LinkedIn,Article,Fitness,1603,143,423,7973,145,283484,0.77,5,Tuesday,3,1235,Neutral,Macro,False,False,9,2025,2314,290.2295246456792,8.162718178098235,0.77,7973.0,1603.0,2314.0,True,macro
POST_02770,2025-09-02 12:20:00,LinkedIn,Document,Health,1340,106,346,5234,125,308457,0.58,12,Tuesday,23,1720,Neutral,Macro,True,False,9,2025,1917,366.25907527703475,6.21480465672687,0.58,5234.0,1340.0,1917.0,True,macro
POST_00191,2025-09-02 13:22:00,Instagram,Carousel,Fitness,9431,297,69,28373,179,64814,15.12,13,Tuesday,18,1253,Positive,Mid-tier,False,False,9,2025,9976,351.601875022028,153.91736353257014,15.12,28373.0,9431.0,9976.0,True,mid-tier
POST_04835,2025-09-03 06:04:00,Facebook,Live,Sports,2316,194,131,18125,548,275520,0.96,6,Wednesday,21,489,Positive,Macro,True,True,9,2025,3189,175.94482758620688,11.574477351916375,0.96,18125.0,2316.0,3189.0,True,macro
POST_03461,2025-09-03 08:04:00,Twitter,Tweet,Sports,4681,260,355,50179,371,466303,1.14,8,Wednesday,29,1193,Neutral,Macro,True,False,9,2025,5667,112.93569022898026,12.153042120681189,1.14,50179.0,4681.0,5667.0,True,macro
POST_00914,2025-09-03 15:16:00,Twitter,Poll,Fitness,1108,3,1160,27957,36,499059,0.46,15,Wednesday,28,425,Neutral,Macro,True,False,9,2025,2307,82.51958364631398,4.6226999212517965,0.46,27957.0,1108.0,2307.0,True,macro
POST_00381,2025-09-04 01:56:00,Instagram,Photo,Sports,9647,70,6,28240,874,139080,6.99,1,Thursday,15,806,Positive,Macro,True,False,9,2025,10597,375.24787535410763,76.19355766465344,6.99,28240.0,9647.0,10597.0,True,macro
POST_04326,2025-09-05 10:19:00,YouTube,Community Post,Health,3679,603,13,376561,1083,285114,1.51,10,Friday,23,727,Neutral,Macro,True,True,9,2025,5378,14.28188261662785,18.862630386441914,1.51,376561.0,3679.0,5378.0,True,macro
POST_03381,2025-09-06 03:49:00,Twitter,Poll,Health,1262,161,509,85076,242,97262,1.99,3,Saturday,11,514,Negative,Mid-tier,False,False,9,2025,2174,25.553622643283653,22.35199769694228,1.99,85076.0,1262.0,2174.0,True,mid-tier
POST_01717,2025-09-06 12:42:00,Instagram,Carousel,Health,8196,69,191,8270,959,286351,2.95,12,Saturday,20,1364,Neutral,Macro,True,False,9,2025,9415,1138.4522370012091,32.87922863897804,2.95,8270.0,8196.0,9415.0,True,macro
POST_02156,2025-09-06 13:05:00,Instagram,Carousel,Sports,3577,263,271,18372,43,38488,10.68,13,Saturday,18,865,Negative,Micro,True,False,9,2025,4154,226.10494230350534,107.9297443358969,10.68,18372.0,3577.0,4154.0,True,micro
POST_03610,2025-09-08 22:42:00,YouTube,Community Post,Fitness,19698,17,1937,45561,2313,58814,36.81,22,Monday,18,444,Positive,Mid-tier,True,False,9,2025,23965,525.9981124207108,407.4710103036692,36.81,45561.0,19698.0,23965.0,True,mid-tier
POST_01081,2025-09-09 01:55:00,TikTok,Stitch,Health,14770,1880,4748,462391,624,490106,4.37,1,Tuesday,28,512,Positive,Macro,True,False,9,2025,22022,47.626359509592525,44.933136913239174,4.37,462391.0,14770.0,22022.0,True,macro
POST_01089,2025-09-10 22:13:00,YouTube,Community Post,Fitness,12993,71,1978,512844,4091,340847,4.41,22,Wednesday,22,490,Positive,Macro,False,False,9,2025,19133,37.307641310027996,56.13369048282661,4.41,512844.0,12993.0,19133.0,True,macro
POST_02553,2025-09-12 18:39:00,TikTok,Stitch,Fitness,27616,1305,74,473668,2960,473959,6.12,18,Friday,1,593,Positive,Macro,True,False,9,2025,31955,67.46286428468885,67.42144362698039,6.12,473668.0,27616.0,31955.0,True,macro
POST_04555,2025-09-13 03:27:00,Facebook,Video,Health,2208,11,728,7577,121,471348,0.63,3,Saturday,24,91,Neutral,Macro,True,False,9,2025,3068,404.9095948264484,6.5089912336532665,0.63,7577.0,2208.0,3068.0,True,macro
POST_00797,2025-09-14 21:50:00,YouTube,Live,Health,6715,203,1797,395289,1185,366646,2.38,21,Sunday,14,73,Positive,Macro,False,False,9,2025,9900,25.04496710002049,27.001521903961862,2.38,395289.0,6715.0,9900.0,True,macro
POST_00596,2025-09-15 21:53:00,Facebook,Video,Health,1650,282,249,38987,369,356481,0.61,21,Monday,1,471,Neutral,Macro,True,False,9,2025,2550,65.40641752378998,7.153256414787885,0.61,38987.0,1650.0,2550.0,True,macro
POST_02820,2025-09-16 02:15:00,Twitter,Retweet,Fitness,1011,186,1419,18830,338,364952,0.72,2,Tuesday,24,1528,Neutral,Macro,False,False,9,2025,2954,156.87732342007436,8.094215129660887,0.72,18830.0,1011.0,2954.0,True,macro
POST_00515,2025-09-16 07:41:00,Instagram,Reel,Fitness,4292,378,177,1939,696,186064,2.61,7,Tuesday,20,383,Positive,Macro,False,False,9,2025,5543,2858.6900464156784,29.790824662481725,2.61,1939.0,4292.0,5543.0,True,macro
POST_01879,2025-09-17 06:12:00,Twitter,Retweet,Sports,867,233,700,15694,279,201670,0.89,6,Wednesday,0,777,Positive,Macro,True,False,9,2025,2079,132.47100802854595,10.308920513710518,0.89,15694.0,867.0,2079.0,True,macro
POST_01571,2025-09-18 07:40:00,Facebook,Video,Sports,4827,75,689,77297,305,482095,1.16,7,Thursday,18,216,Neutral,Macro,True,True,9,2025,5896,76.27721645083251,12.229954676982752,1.16,77297.0,4827.0,5896.0,True,macro
